entity_name,latitude,longitude
Admittance,58.4119989,15.5596154
pawne,-19.8782164,-43.9868493
Suerties,42.8357717,-6.7313115
Shipps,36.21201,-92.36016
Letters Patente,25.99153,-80.27879
Importacon,-33.4364,-70.59341
Charge,47.432846121,1.031342632
St. John,17.12096,-61.84329
Woodnorth,49.732411,-101.081848
ST,0.239310793,6.602059996
LA,18.495498279,103.768057465
Maᵗʸˢ,NA,NA
Newport,50.700219041,-1.293662055
Specie,28.529977,77.219645
Sumer Islands,32.30444,-64.75167
Slaues,55.244088371,21.793065464
Subiect,40.721421,-73.984691
rat€€,NA,NA
Maᵗᶦᵉˢ,NA,NA
the State of Virginia,38.068165955114,-78.69817164489
Southton,29.296349,-98.418626
Treacherous,51.96204,20.15374
Humbly,29.999022,-95.261315
Seauen,59.263469,9.6989756
Complaine,7.38085,168.77403
Monarchycall,NA,NA
Mr Webb,31.254396,-85.275778
Southerton,50.70693105,-3.308938361
Ditchfield,45.549539,-70.831561
Seldon,37.10206,-81.1162
Moorewood,35.74014,-99.353469
Portesmouth,50.796839113,-1.091156463
Declaracon,50.8692,4.3872
yᵉ,NA,NA
the Suffer Islands,41.091569356849,-74.151775034694
Cold,42.1125908,-74.0433807
Ordinance,47.840056,-120.013959
Antient Plantatons,NA,NA
Poultry,25.94771,-80.190405
Hoggs,32.1920992,-84.5890857
Berblock,50.7098036,5.523909
Preston,53.760570187,-2.698524587
Wilkinson,47.25037,-94.627865
Insomuch,NA,NA
Ships,40.726438,-73.996121
Caution,40.9062084,14.2072742
St,0.239310793,6.602059996
Southwark,51.502756326,-0.09679485
Kinswoman,41.44469,-80.588097
Maᵗᵗ.,NA,NA
Matoar,4.84921,-52.32355
Pohatan,33.59052,-87.108331
Infidells,-25.5382644,-49.2687637
Silkworms,54.3207469,-2.7327618
MS,16.739171964,-62.189280121
Sloane,43.733715,-79.317383
the Kingdom of France,-20.5494248,-47.35461
Lands Cultivated,33.581546,-112.014726
Rovinge,54.13547118,24.092524463
Returnes,37.789039,-122.426942
Earles,37.301052,-87.310782
Complain,53.6207388,55.9222506
English Coast,-73.5,-73
Packet,28.6519615,77.1825048
Pylott,40.890638,-74.551575
Maᵗᶦᵉ,NA,NA
Complaintes,55.2110615,-119.4257304
Islands,64.986956859,-18.582382346
Compassion,43.551603,-96.723046
Summer Islands,-30.984095718,152.974911492
Unmasking,55.7128118,37.5282067
Dismaskinge,NA,NA
Plantatons,26.1282759,-80.2423741
quyett,NA,NA
Accountes,42.4045,-82.200979
Middle Temple Gentleman,31.09528998597,-97.272322597511
the Middle Temple,31.09528998597,-97.272322597511
Disbursed,NA,NA
Deputishipp,NA,NA
Bonde,-5.2214734,12.6571169
the Lady Rumny,36.206793,-115.992166
Rumny,43.804416,-71.812941
Beadles,51.038156,-114.078919
Sparrow,37.923722,-85.151181
Compᵃⁿʸ,NA,NA
Severall Courtes,46.4589,5.1011
Booke,-2.4908923,22.0521203
England Scottland,52.118951235415,1.335081574666
Scottland,32.0263659,-85.7063757
Blyth,55.127211958,-1.507759598
Kirbie,-3.930375,17.2611919
White,40.824338,-75.017444
Palauicine,39.0430143,16.3986784
Holborne,47.50376,7.86543
Privy Counsell,39.6701223,2.8161884
Att,40.605375,-74.688934
Twentieth,34.12146,-118.36495
Wheras,-3.71667,133.9
Winckfeild,51.442434588,-0.698180726
Robertᵉ.,14.67751,-60.94228
Sharrow,53.362991469,-1.484571626
yett itt,51.8778224,5.966609
Supply,34.014547,-78.26866
Brittaine Fraunce,43.122539,-77.625657
Accomptᵉ,NA,NA
England Scotland,53.85781235,-1.641987611
Sassaphras,-35.09248574,150.241789225
Assignees,32.686729,35.604267
Woodnett,50.9197,-1.4868
Carles,11.63034,123.34825
Lpˢ.,NA,NA
Maᵗʲᵉˢᵗʸˢ,NA,NA
Honoᵘʳᵃᵇˡᵉ,NA,NA
Baldwin,40.663003,-73.61071
Percy.,48.91714,-1.18916
Companys,55.730774,37.735831
Grauesend,51.442515247,0.369395569
Iacob,60.0568483,30.4276519
Distresse,38.0221814,23.7987714
Llps,24.5,78.5
Stubbs,35.324318,-81.465179
Canterbury,51.279680521,1.078912922
Carlile,44.482978,-104.806165
Rolls,47.199339,-122.442742
Againe,54.2375,23.60888
Maᵗⁱᵉˢ,NA,NA
Loᵖˢ,NA,NA
the Business of Va.,38.068165955114,-78.69817164489
Cheseack,34.5337,-85.40579
Limitts,-21.9409449,-63.6692898
Powhatan,33.59052,-87.108331
Bromfeilde,52.388011275,-2.762316256
Barkham,51.396165864,-0.880635873
Keightley,53.867487377,-1.909622071
Originalls,51.2206683,4.4085395
Novembᵉʳ Annᵒ 1623,NA,NA
Seaven,-26.5206198,28.2988733
Honoᵇˡᵉ,NA,NA
Twentie,23.2328968,77.431845
Nouemb,10.08333,1.36667
Immunities,28.66627,77.30025
Imagination,40.68351,-73.91186
Treasuror,37.312506,-106.965595
Securitie,43.1334858,131.9241875
Desyred,54.5136339,36.2660673
Ambergris,50.8698378,4.2916018
Accompts,NA,NA
& Seale,32.298088,-85.170298
Buckridge,39.118502,-121.011444
Capps,36.235737,-93.188825
Nichole,19.599025,73.080108
Refference,4.0632493,9.7627251
Convenyent,52.05547,4.66196
Petiton,21.46667,-77.58333
Weston,26.100612,-80.399941
Cryminall,-24.1832304,-65.2999602
Lybellers,51.5147276,-0.1665434
Defame,38.765,-75.211602
Petigon,45.01667,4.48333
Nauigation,47.08256,2.38379
Warr,2.580884283099,30.880513937654
Nature,-23.6652779,-46.4500517
regaurd,19.9059699,85.9413744
Parlyament,56.2873675,43.9282999
Alden,42.900146,-78.4922
Webbs,35.528479,-80.9763
Negative,11.9,119.9
Balmford,53.614409364,-2.208059871
Molins,46.56459,3.33243
Shelton,41.316843,-73.092968
Memorand,49.183889,-0.3660476
Abden,47.6286098,81.455633
Basse,13.394627297823,-14.161443401675
Baynam,47.96667,84.35
Barnard,-24.03552742,149.736802065
Barnes,26.503836,88.798713
Bingham,52.95131737,-0.952859554
Bradford,53.790793103,-1.754564317
Martin,49.064963856,18.921264722
the United States,30.210718,-95.534477
Elizabeth Island,-38.417158023,145.371205755
Westover,39.6345694,-79.9696652
Canne,39.6287135,16.276359
Delphebus,20.8551545,-86.8962113
Sumerscale,53.986700462,-1.83973281
Mildmaye,44.042382,-81.118975
Choapooks Creek,31.999594,-88.4805875
Colby,54.0960779,-4.7058597
Cranmer,41.133111,-81.548451
Cratford,52.68261297,-2.141631942
Croftes,-29.8203451,30.8539133
Crouch,51.276310693,0.318889519
Hugh,-23.871312429,133.81962088
Crowe,36.0410902,-114.8133193
Rebecca,18.2409945,121.9641767
De Lawar,33.92107,68.83923
Delaware River,39.43261,-75.528809999999993
Katherine,-14.466225183,132.272579651
Pharao,51.31525,9.46649
Henry,41.048532,-86.056922
Ursula,35.324188,-94.093091
Grindon,54.887105977,-1.44212992
Stephen,48.452252,-96.874923
Grocer,45.995903,-83.902066
Gunston,-37.818559,145.187381
Harvey,-33.259567175,115.740248988
Haughton,32.533141,-93.505152
Haverd,60.96303,9.16939
Hening,-6.5459,106.8211
Large,53.481981,-2.232125
Hickford,36.68598,-77.54248
Hilton,43.28809,-77.792929
Hudson River,40.968173,-73.88418
Hutchinson,38.0705336,-97.9131009
Iotan,6.4916345,2.9863094
Ipswich,-27.630525959,152.808352376
Phillipp,37.9792282,23.7215729
Jordan,31.24818948,36.788104303
Jourdan,44.66143,-0.22355
Kempe,49.7543263,6.6406932
Kentishmen,40.62075,46.09095
Kerridge,53.29029193,-2.097826512
Delaware,39.008127276,-75.467472144
Levellis,40.658698,22.943267
Arthur,39.7103861,-88.4683881
Lichfield,52.683094962,-1.827279523
Maynard,42.430306,-71.460453
Mellinge,62.93484,8.72725
Middle Temple,31.09528998597,-97.272322597511
Mitton,52.001882659,-2.146589746
Moones,31.13687,76.50546
Moston,53.513686078,-2.186332927
Muscovia,-15.6750957,-67.5724905
Naunton,51.908770903,-1.837250464
Nuce,-9.6601,-35.72559
Nuice,50.017806861,14.226248559
Newport Newes,36.977714,-76.430349
Newton,42.338028,-71.211578
Agnes,-38.671742006,146.384703256
Nova Britannia,-5.74307,150.77156
Oleuan,42.0769659,-78.4298669
Parrington,53.41901903,-2.427686602
Peyton,31.837136,-90.802205
Massachusetts,42.358670324,-71.718185
Pollard,37.806663,-84.510172
Havercombe,50.708731955,-3.197453707
Portsmouth,50.796839113,-1.091156463
Pardon,45.71883,3.00411
Prin,44.795015,9.0899575
Rayden,45.6600073,8.7917769
St. Michaels,35.657304,-109.089197
Cornhill,53.067789536,-2.163613107
Saville,40.438533,-77.396145
Sheffield,53.382525584,-1.468535662
Topsom,37.60361,125.70556
II,65.340905916,25.375438989
South Sea,28.5199099,77.2324757
Spelman,53.95732,-1.08853
Stephens,33.4112621,-93.0698836
Williamsburg,37.269210187731,-76.707388420544
Sumerscales,53.986700462,-1.83973281
Sweden,64.712585547,17.260487956
Flushing,40.761532,-73.831114
Upton,52.5156371,-6.2724447
pp.,-2.616552496862,138.525957310608
Elnas,54.79349,24.96718
Westrowe,44.802909,-91.470604
Winston,28.0338976,-82.024939
Bookkeeper,36.297928,-119.332415
Woodnoth,49.732411,-101.081848
Thomasin,45.429933,-122.77286
Volume IV,61.4430123,12.0340424
Great Britain,53.408386605,-1.969559544
Va.,41.90225,12.4533
Somers Islands,32.30444,-64.75167
Volume III,34.203795,-118.336046
XVIII,43.492671,-112.041198
North Nibley,51.661086012,-2.37813611
Lottery,18.4094956,-77.8185262
Sampson,45.250808,-91.422876
Conscience,46.1576248,-1.1495812
Iourny,NA,NA
yt.,-12.820609211,45.147848887
Heresy,30.413866,-97.778957
Sentence,37.760865,-122.399484
relicta,38.8866087,16.7477557
Testamento,-17.29553,-70.99424
ultima,-35.472984439,143.266481128
Popham,51.191087913,-1.200950136
Aprilis,48.1389902,11.5744459
Octobris,66.20083,-84.79899
Novembris,19.160243,72.844587
Decembris,13.7477725,100.5409464
Januarii,-15.4801663,-44.3732331
Februarii,50.8506604,4.4112687
illis,50.9377701,4.0395972
praedicto,44.885391,-93.417602
Sagadahoc,43.91064,-69.8206
England Et,62.85068,6.89844
Annam,15.9290174,120.8546519
Juditio,55.705393685,22.802260978
Decreti,15.9029834,120.7226417
hunc,46.2056543,6.1582653
Idcirco,NA,NA
Libello,45.0715653,11.9244627
Condemnamus,NA,NA
Condemnatumque,NA,NA
Taxationem,45.741859,-73.451516
Judici,45.64237,-1.088449
W Byrpe,18.375974,73.182944
Consistinge,59.898563,10.809668
virginia,37.512820504,-78.697948713
Blasphemies,48.8518562,2.3561805
Prophanes,52.6644416,4.8268934
Chechehounnak Canooes,NA,NA
Pochon,14.48433,-60.86212
Ritanoe,-14.41972,35.96444
§as§,NA,NA
Province,43.081128,-7.6718487
Dye,47.89917,3.86972
Civil,41.0200769,38.926304
Northeast,41.527270326,-99.811107307
Moyompo,7.9150606,-12.4161565
Southeast,10.75053,106.7505
Peece Pocoughtuwonough,NA,NA
Quarels,35.101203,-90.245373
Martiall,53.276820347,-2.303892904
Carrye,53.2070333,50.1956543
Supports,55.0324804,9.3965614
Silver,34.5346634,-93.5106005
Fort,27.391777,89.6072464
Bay lying,55.53687,-100.82239
Coronells,42.7155615,13.5050651
Netherland,27.7202,-82.4525
Countrye,45.623959,9.029152
Northampton,-27.746262815,114.176249233
sundrye,35.340335,25.1380095
Supplies,51.64952,0.62163
Charg,28.9109,53.3536
Westminster,39.863513,-105.041122
Civillitie,43.1384,12.2346
Conveniencies,60.381100000000004,5.2303
Cittizen,1.313521,103.9079928
XIII,26.4458851,-105.5042134
Comenced,37.0645875,-120.8450254
Leveson,51.3688,-0.44713
Conteyned,48.6926946,44.495782
Lotterie,60.5851583,11.9201816
Playntiffe,NA,NA
Tenne,42.9286285,12.6862408
the west Ende of St Paules Churche,52.6346586,-1.1533452
Custodye,NA,NA
Accompte,NA,NA
Ninetye,21.140904,79.066348
Thinge,27.44405,87.69772
wrongfulhe,NA,NA
Collonye of Virginia,47.52326,-92.53657
Codrington,17.6406242,-61.8234577
Tufton,51.21722282,-1.345196498
Parington,51.995920411,-2.083955837
esq,39.4525,-0.3551
Vol,-15.9708493,39.3206122
Minneapolis,44.9774859,-93.2643669
Minn.,46.348855766,-94.200790583
Amendmt,-7.00392,107.551166
Cape Codd,41.6862,-70.24308
Gou'nr,29.53922,102.16298
Plimmouth,41.95844,-70.66726
Transp,6.235776,-75.601176
Dade,-8.0577497,142.7558289
Commodity,-37.3112,-59.1399
Kiquoughtan,NA,NA
Kigoton,-0.15,30.4
Force,42.9623049,13.488623
Stocking,46.886273,15.538626
Manchester,53.478956243,-2.245275766
Lansdowne,29.8364656,78.6856527
Yonge,-1,21.83333
Whitehall,40.6505328,-75.5027591
Downing,52.2034353,-8.2795021
Argall,43.9192991,7.8003273
Webb,31.254396,-85.275778
New York,40.7130466,-74.0072301
Netherlands,52.249375293,5.616126398
manila,14.5822592,120.9748038
INTRODUCTION,34.0602,-118.3834
the Somers Islands,32.30444,-64.75167
St. Martin’s,51.278678368,1.095754135
Bargrave,51.546127,-113.473861
Ibid,13.706025,123.0887142
Archbishop,18.595531,73.802666
Portland,45.516018,-122.681425
Quaritch,NA,NA
Oxford,51.751982657,-1.257628623
Knole,51.022920507,-2.738126078
Worcestershire,52.22373,-2.16921
Cranfield,54.7072714,-6.3467691
Titchfield,50.84908065,-1.234339082
Library,40.291472,-80.010202
Childwell,53.394673992,-2.880874022
Dover,51.128144506,1.308458741
Maidenhead,51.52275237,-0.720192639
Providence,41.824461,-71.412747
D.C.,38.904771192,-77.016321746
Chicago,41.883229,-87.632398
Paris,48.856372814,2.352529617
Connecticut,41.57350273,-72.738305908
Petworth House,50.831662,-0.159516
New York City,40.7130466,-74.0072301
Jesus,-27.051946718133,-55.776292323986
Suffolk County,42.348670477294,-70.985671919156
esq.,39.4525,-0.3551
"Wycombe, England",51.62907,-0.74934
Yarmouth,50.706239816,-1.497245316
IV,16.9029311,-92.2653148
MO,22.157818454,113.560352359
KP,40.141826346,127.16969192
Pocahontas,36.2612864,-90.970708
Leicester,52.633632508,-1.133454264
Brock,44.337569,-79.09541
Newgate,52.945430637,1.047774932
First Republic,48.8495759,2.3775495
Jamestown,-15.9276267,-5.7155572
New York Hist,42.633666,-78.051176
Barkley,35.386145,-80.923703
Rich,37.937865,-122.343146
Summer Island,-30.984095718,152.974911492
Chauserilane,40.59758485,141.15167639
Virgynia,61.6687,50.84686
NY,40.7130466,-74.0072301
North Colony,26.8693431,88.751756
Huddleston,-33.330012005,138.283881485
Tracie,52.048388168,17.9445515
N.Y.,40.7130466,-74.0072301
Autograph,51.52642,-0.07911
New Foundland,24.6126385,94.1813336
Benett,55.680477,9.57206
Stith,32.5464912,-99.9456446
Edward,32.9512337,-86.0499671
States,32.757541,-98.902156
United Province,27.25,80.75
A.L.S,38.575517,-121.41166
Purchas,41.033741,-73.713524
Coxendale,-29.8346054,31.0137654
Kikatan,40.23028,126.47639
Tower,18.072581,-66.924047
Jas,45.74556,4.31028
St. Pauls,34.8061976,-78.9762827
Bancroft,-15.4063906,28.0428731
York,53.962026649,-1.083683588
Sainsbury,52.358564,-1.58175
Sumer Island,-30.984095718,152.974911492
Holograph,40.799461,-74.321822
Ill.,40.11404657,-89.158650902
Somers Islands Companies,40.916699,-72.795676
colonies,37.2762309,-76.7705877
Nathan,-27.54347903,153.043496744
Warosquayak,NA,NA
Wariscoyack,37.06293,-76.6444
Bristo,33.9873327,-88.5519897
Mag,10.24917434607,-74.261078837923
Sacred,40.929277,-73.752465
LI,47.14114224,9.553182027
Suthampton,50.904882121,-1.404303871
Tyler,32.350763,-95.300644
Beaumont,30.0861523,-94.1020101
D.S.,45.2703701,8.8562348
New England Hist,40.51701,-81.39178
Lieut,50.99107,5.73624
Rymer,39.5409312,-80.440094
Cattle,39.570714,-104.882399
Appeale,43.58167,1.95361
Bishop,37.361412,-118.39527
Landing,40.909112,-74.6571
Samms,50.485008,-3.5336381
Catalogue,28.5696788,77.219859
Cōpany,54.6440491,-8.0334229
Lading,46.839783,14.750958
Heauen,58.3240529,7.4874884
Landᵉ,58.490004887057,6.472459754459
Decimo,32.5855452,-115.37308
Abbott,-35.2843861,-58.8038171
Chauncery,53.8962762,-9.177102
Ianuary,-15.9888209,35.1870613
Loane,59.4510532,7.9391102
Clitherowe,53.874956891,-2.387445606
the Comon Garden,51.50216,-0.18932
Soile,37.898318,21.471981
Springe,52.208898999,9.554961
Captivity,46.957889,18.950266
Writinge,52.1482,0.1939
Tilbury,51.461643737,0.363649086
Humiliation,NA,NA
Jerusalem,31.7890222,35.2010767
the Kingdom of God,54.527666,-1.565
Imposition,42.622171,11.318922
Marchandizes,45.115064,5.808084
Consideraton,38.427843,20.569898
the Tres Pattents,NA,NA
Gardian,42.1335003,-8.7991248
Munday,33.449038,-99.622877
Dʳ Winstone,51.785286318,-2.056395746
Commaund,52.0684114,-9.8767913
Prevyledge,41.1171137,25.404135
Recorded,-25.16667,154.91667
Glocestersheire,51.77959,-2.18311
Phisicke,NA,NA
Mr Leate,50.9935366,3.117253
iiijᵗ,NA,NA
Tytles,55.758094433,25.532049515
Christianytie,59.9285487,30.352729
Coveringe,45.93043,0.45077
Rowles,40.95562,-78.73697
Battery,37.965612,-77.02404
Advantage,34.049354,-118.259391
North Colonies,42.702488854236,-73.786766101538
Vppon,25.9295605,93.7556733
Societie,52.5001,13.3152
Agnes Nicholls,-35.18541916,149.098361281
Cape Marchant's,-38.33929,144.73856
Poynes,40.239404,-4.7285654
Eleccon,-37.7129156,144.8506522
Houghton,47.1212326,-88.5644622
Paulston,52.6793307,-7.0213048
Devonshire,32.304174372685,-64.757937316598
Webb Husband,40.0419,-79.10164
Bohemia,6.290556,-57.4537241
Garden,52.650929,-7.247004
Transport,-3.1138855,-59.9790208
Sealls,60.07041,24.46568
Sheffeild,53.382525584,-1.468535662
Field,-35.804512648,139.627621911
War,20.926384,74.700777
Pirates,39.644922,20.728036
Maᵗᵉ.,NA,NA
Ladyship,55.166902,61.2982304
Notwithstanding,NA,NA
Deuonsheire,32.304174372685,-64.757937316598
Huntington,38.4191237,-82.4452246
Alhalloutide,NA,NA
Solicitinge,39.967862,-82.998303
Loᵈˢ.,NA,NA
Haveinge,58.6,17.31667
Mercellis,60.0128228,30.3996751
Pitts,40.4421676,-79.9949573
Chamberlin,33.898728,-83.340157
Peace,32.408058,-86.771176
Plenty,-37.669038892,145.119233587
Plantaton,26.1282759,-80.2423741
Thirde,40.546964,23.01967
Sᵗ,NA,NA
the Cape Marchant's,-38.33929,144.73856
the North Coast,35.518862,-121.035773
Sprus,46.87494,-56.25819
Drinck,54.6810439,32.0563215
Consideraéon,49.14993,-54.89815
Gibbes,13.2281,-59.64199
Bromfeild,52.388011275,-2.762316256
Northern Seas,55.864433,-108.482311
the Northern Seas,53.4240303,-2.2362337
the Northern Fishinge,54.2136728,-1.6767136
Bromefeilde,NA,NA
Widdowe,-23.5715,-46.65851
Abigall,50.8161511,4.0007184
the Southern Collony,31.298856,-94.725984
Frigott,45.4208036,10.9858954
Sweadland,30.263645,-97.757134
the States of Middlebrough,54.531435996541,-1.183366771407
Flax,37.3514305,-2.30401
Clapbord,41.1451,-73.46818
Pipestaues,40.27443,22.54164
Wch,-42.926116,-72.6988566
Hartford,41.765775,-72.673356
Seal,51.288702207,0.21970484
Money,53.8203297,-9.5986367
North Seas,40.932055,-72.414951
Ionathan,54.7384046,25.2190844
Southamptn,50.904882121,-1.404303871
Virginnia,37.512820504,-78.697948713
Blunts,50.443341037,-4.335136027
Blockhouse,35.701562,-83.93582
Axes Shouells Spade,32.250401,-100.96928
Passages,43.7493356,-81.7049049
transportaton,25.762738,32.656953
Debte,10.6214276,-6.648755
Blunt,40.241821,-122.291112
Hatchets,48.8854991,2.3565852
Answᵉʳ,NA,NA
Gouernoʳ,NA,NA
the Realmes of Ireland,53.6085314,-6.1800211
King Powhatan,33.59052,-87.108331
Countrie of Virginia,37.135955076087,-80.375091399518
Hones,58.2375708,8.2448098
ES,40.22794966,-3.646063105
Delinquents,37.740527,-122.167417
Ambergreece,38.842612,-104.758303
petigon,45.01667,4.48333
Oxen,42.4297028,-7.9323373
Colledg,57.25333,-123.88972
the Common Garden,33.593535604993,-79.022174216504
Thomas,-14.3716783,31.5271031
Paulauicine,12.9840412,77.5944463
Wiffin,55.8592966,37.6018266
Kingdoms,24.919101,55.010301
Beamont,41.6338,2.1634
Custome,50.41275,4.44587
Garbellinge,45.218252,12.2784071
Cassado,-12.7032926,15.7249335
Maᵗⁱᵉ,NA,NA
the East Indies,12.9334474,77.623389
Pemberton Virginia,37.6843226,-78.0739731
Barkhams,51.396165864,-0.880635873
Proviso,-7.118,-34.83718
Soueraignity,NA,NA
Maile,-25.4035317,27.2515123
Witnesses,-17.925528,31.393951
Iuly,50.03333,137.76667
Armory,32.221158,-110.93598
Atturnies,12.47018,79.24433
Sister,-41.76667,147.6
Ann Peirs,44.91278,5.10833
verie waightie,NA,NA
Supper,40.722928,-73.98523
Wiues,46.718982,15.2709876
Hamburrowgh,NA,NA
Bargaine,55.48333,22.91667
Kindred,-41.261214571,146.219055046
Servants,45.0309609,39.0241874
Donn,66.1252858,12.508648
Buckham,44.290078,-93.269097
the County of Midd,54.5970793,-1.561534
Brothers,40.144571,-87.807054
a Sumer Islands Quarter Court,52.9495174,-1.1377233
Archangel,64.5401,40.5433
St. Michaell,13.117104388483,-59.600536013826
Sommer Islands,40.7838974,-73.3488998
Addis,30.354779,-91.261939
Iointe Stocke,45.40008,-73.975
Salaries,36.8549603,-4.0243931
Proffitts,33.192053,-98.873122
